ds,yhat,yhat_lower,yhat_upper
2008-01-22,9.179893486897182,8.557497774496927,9.790107595366631
2008-01-23,9.003905687316578,8.387690426112222,9.661226083669769
2008-01-24,9.005759533367986,8.381869449282696,9.584088978217812
2008-01-25,9.012644892201026,8.379403791817614,9.611758297654323
2008-01-26,8.771019657310351,8.180357604480053,9.406141667420933
2008-01-27,9.127439558991014,8.502957537626822,9.767957204842572
2008-01-28,9.423330026092584,8.766279966591197,10.031196904413688
2008-01-29,9.177705450450325,8.497465870977273,9.80397207883693
2008-01-30,8.973207948764498,8.365087464178199,9.57836764327106
2008-02-01,8.917178416096483,8.287294212689458,9.512600029567182
2008-02-02,8.639767808010578,7.993417308126156,9.281606704934648
2008-02-03,8.958590691736712,8.292861505059236,9.596923662282677
2008-02-04,9.215514848519433,8.60937920262897,9.823088325210753
2008-02-05,8.930070339158116,8.258419672550009,9.518948685720561
2008-02-06,8.68547935291036,8.088816227561958,9.305970306770028
2008-02-07,8.616441733049417,7.987832536327547,9.19617545848583
2008-02-08,8.551014876376492,7.924914278907918,9.13913096351158
2008-02-09,8.2366335201364,7.6189364557214825,8.835687483835716
2008-02-10,8.520921887248209,7.839827851941277,9.120404759908617
2008-02-11,8.746444288440637,8.127265451296978,9.364880103683733
2008-02-12,8.43340001851565,7.77672754934115,9.055809869203726
2008-02-13,8.165635233414388,7.520047819141296,8.788205957672677
2008-02-14,8.078411013006837,7.4344694887834315,8.691443718681152
2008-02-15,8.00026681145764,7.340270251995881,8.629071266110147
2008-02-16,7.679025295782809,7.06691824134648,8.302256619678053
2008-02-17,7.96259149895101,7.3350970128827635,8.589463417462456
2008-02-18,8.193692796155458,7.628294008058349,8.816149771702175
2008-02-19,7.892565893680442,7.284663989346941,8.506362954900425
2008-02-20,7.642963800318425,7.03953719425007,8.255419793383558
2008-02-21,7.579922191556032,6.942378011334764,8.239895851555694
2008-02-22,7.531624488615934,6.88818727297726,8.195669944765234
2008-02-23,7.245411683454757,6.6459864676389016,7.881411671306035
2008-02-24,7.568589774675224,6.926664580817164,8.17330614396774
2008-02-25,7.84318117006581,7.245628868697734,8.501017275808254
2008-02-26,7.588626003815302,6.9489580940594715,8.19388525406086
2008-02-27,7.3878060140148465,6.7863378379349495,8.03440441740404
2008-02-29,7.376919657364403,6.7881754007973445,8.002406535491668
2008-03-02,7.511736773667018,6.852938876666491,8.1341317278225
2008-03-05,7.456572688935256,6.865137746337208,8.085052553061216
2008-03-06,7.476572854831899,6.867706531892723,8.086844717546997
2008-03-07,7.506109047420207,6.881862797466836,8.131690112895653
2008-03-08,7.291080438472193,6.668764977182939,7.914470485786063
2008-03-09,7.677499463748819,7.046001040689635,8.280212123619457
2008-03-10,8.006274069038135,7.340949350108538,8.628650991175757
2008-03-11,7.7959357405468,7.174835236846612,8.388483332566075
2008-03-12,7.628685244557382,7.037033102382498,8.2248640846318
2008-03-13,7.638194488468158,7.055741579872205,8.251318822188036
2008-03-14,7.651502901320382,7.035634289021295,8.288404919067633
2008-03-15,7.415053540573056,6.823719068179642,8.074573912546825
2008-03-16,7.775521088228817,7.214746352534238,8.413261414283909
2008-03-17,8.074577532463424,7.4573555578834485,8.696795682003927
2008-03-18,7.831601081456861,7.1821068741488165,8.448179771638548
2008-03-19,7.629700724400004,6.972654198322803,8.24562596257301
2008-03-20,7.603495395897397,6.963862246883914,8.239895299729037
2008-03-21,7.580986728804223,6.919316641421133,8.222479947301723
2008-03-22,7.309571212908099,6.667670812237599,7.915360493039331
2008-03-23,7.636844542443025,7.048363887513637,8.289737988534732
2008-03-24,7.905344560382878,7.267223642866745,8.538042390538145
2008-03-25,7.63523893354187,7.044878713179829,8.253695890326417
2008-03-26,7.410330519861828,6.798731777488278,8.052093608666633
2008-03-27,7.365819876851818,6.747584081572153,7.949558607491679
2008-03-28,7.330164318727847,6.718450981030242,7.970043108854094
2008-03-29,7.051079683966374,6.410131212801321,7.715406103744333
2008-03-30,7.37633785125057,6.7612496373229565,7.942806373406621
2008-03-31,7.648506571353922,7.046198736081328,8.251512451158257
2008-04-01,7.387637809138573,6.7849398142071085,7.984544172522809
2008-04-02,7.1772775163338745,6.518858874610122,7.764128633653968
2008-04-03,7.152236144054167,6.583357358305114,7.7654489273204925
2008-04-04,7.140459067397967,6.552330847629594,7.769424274463106
2008-04-05,6.889042760285427,6.2657560556572935,7.571928728685061
2008-04-06,7.245049355764629,6.612903130850895,7.828811409975662
2008-04-07,7.550265688754717,6.9133538126394996,8.147464210944477
2008-04-08,7.3239124901145605,6.69818722431033,7.9628345317928675
2008-04-09,7.148676087349222,6.549121845538161,7.793999324344596
2008-04-10,7.158501331101626,6.5299798967183245,7.796277253116349
2008-04-11,7.1804843217247285,6.577878068576533,7.796701055569711
2008-04-12,6.960910184220333,6.3051300821893115,7.558674396031913
2008-04-13,7.346087961074408,6.7499700618396865,7.956456924828535
2008-04-14,7.677128193740921,7.09138248130644,8.252019892413836
2008-04-15,7.472668389027574,6.884591409291368,8.094650894254459
2008-04-16,7.314918319113151,6.735181563336851,7.878010458053538
2008-04-17,7.337463544469198,6.676518465226543,7.947335010642357
2008-04-18,7.367165489149882,6.712597544291289,7.972761776831664
2008-04-19,7.1502031629188885,6.5951479452494555,7.843119036190062
2008-04-20,7.532908540341729,6.926609282849686,8.151915271951083
2008-04-21,7.8565412033062065,7.2146908283080515,8.465644917557425
2008-04-22,7.640007572106156,7.026712150558529,8.283466964959826
2008-04-23,7.465896891370057,6.858934305111146,8.074969944184152
2008-04-24,7.468272659316133,6.820450307054691,8.036379504197999
2008-04-25,7.4745582015101855,6.812066796254964,8.110391494521677
2008-04-26,7.231561916637882,6.6811857783905255,7.827998728745664
2008-04-27,7.586294686038629,6.9810796358805565,8.243781233662064
2008-04-28,7.880725569640384,7.2552708544970015,8.477711737945366
2008-04-29,7.634481649311714,7.015372004737242,8.312881554961617
2008-04-30,7.430864726302374,6.799677924306708,8.063595526488573
2008-05-01,7.4046240907914385,6.804507782521152,7.964760053561048
2008-05-02,7.383824568819608,6.729081619050326,8.051964648144326
2008-05-03,7.115855838741151,6.514882443602358,7.73187177374335
2008-05-04,7.448235921566134,6.848579848671783,8.088934803450774
2008-05-05,7.723355317436126,7.110640285166612,8.35049401235851
2008-05-06,7.4611679267618936,6.850268416559086,8.05521166366477
2008-05-07,7.24520166116368,6.6653486335239664,7.89112293472872
2008-05-08,7.210328077176084,6.598945428730935,7.874622913735987
2008-05-09,7.184630267163143,6.571911128869113,7.820684381761265
2008-05-10,6.915414943447931,6.307656338690857,7.548608104128067
2008-05-11,7.250021481334116,6.680985188542231,7.9053401529635945
2008-05-12,7.530574177226697,6.935450162560421,8.17817879498805
2008-05-13,7.276683574254476,6.639829377920657,7.9037897697803645
2008-05-14,7.071469413730858,6.42137149818191,7.679687235009149
2008-05-15,7.04934414868945,6.3608072967713465,7.645226175792772
2008-05-16,7.0378958196862715,6.397477528679095,7.651195073257449
2008-05-17,6.783915770183894,6.170237107543885,7.384800854926691
2008-05-18,7.134223497851153,6.495811969357742,7.732377845762463
2008-05-19,7.430434431838989,6.809007364767518,8.00806948544762
2008-05-20,7.1916760391576515,6.576303541235312,7.803018789123444
2008-05-21,7.000624398943294,6.416159774747762,7.633586543084391
2008-05-22,6.991299803041009,6.416991979310538,7.651287954325413
2008-05-23,6.990959857521764,6.363399177053684,7.6182979930581745
2008-05-24,6.746135297939573,6.138995570100194,7.38879376130276
2008-05-25,7.103460618246938,6.47075224097416,7.749104797443312
2008-05-26,7.404445179863173,6.773181444188014,8.038770054946003
2008-05-27,7.168190155972352,6.5481933610123475,7.811997504490278
2008-05-28,6.977423477585955,6.364643980936905,7.578709608256138
2008-05-29,6.966291441479992,6.34852638019634,7.60651170293644
2008-05-30,6.962245625988787,6.394740287496041,7.595969841573464
2008-05-31,6.712070562477648,6.100749924304644,7.333954876295061
2008-06-03,7.111426433136018,6.4703492227755195,7.702213817561784
2008-06-04,6.912096421360744,6.27363399858112,7.527756602085408
2008-06-05,6.892540723554382,6.27276855317751,7.488836482778008
2008-06-06,6.880584441431425,6.27154248291165,7.547194083850537
2008-06-07,6.62336238417789,6.049907386733659,7.257292265900383
2008-06-08,6.968128942443273,6.373053442003661,7.663690775889318
2008-06-09,7.257008438941832,6.6244535840504835,7.890991746384147
2008-06-10,7.009691963400962,6.391057122863006,7.656176215687939
2008-06-11,6.809453479807884,6.132235074693155,7.388659329927721
2008-06-12,6.790924437398782,6.187021476103307,7.417694491010976
2008-06-13,6.781966035662658,6.222780012430933,7.396801277254303
2008-06-14,6.5296850136385505,5.910481224700726,7.115213326437008
2008-06-15,6.881245682480168,6.255081122648048,7.481531187572569
2008-06-16,7.1786244298832536,6.536430402444592,7.800350418957986
2008-06-17,6.941312539875942,6.333656731616081,7.572841916292364
2008-06-18,6.7523398951251465,6.145701450945144,7.356241559346477
2008-06-19,6.746058523434438,6.136245477827411,7.358017060578351
2008-06-20,6.75002482882553,6.130462272619567,7.35370456473433
2008-06-21,6.511026037326141,5.88666175997219,7.127223043588647
2008-06-22,6.875903220109623,6.242001117876546,7.517381968550199
2008-06-23,7.186316752127294,6.53851373329208,7.8007744352411965
2008-06-24,6.961459692765399,6.364088555600555,7.605583465369587
2008-06-25,6.78409130774835,6.15519875193502,7.423153707574375
2008-06-26,6.788329375566862,6.141843684972067,7.432662575437816
2008-06-27,6.801539836839453,6.195157020647405,7.412275150365327
2008-06-28,6.570369080809384,6.002910719014704,7.249870333300482
2008-06-29,6.941571046017756,6.332696232218253,7.497892646926826
2008-06-30,7.25677487313989,6.619951236515911,7.916604860124065
2008-07-02,6.859680629948342,6.277839931243539,7.473593496755049
2008-07-03,6.864469159010147,6.27624497441026,7.465761968334815
2008-07-04,6.87710578655308,6.263722514931455,7.514725129778882
2008-07-05,6.64445124988669,6.032709890004666,7.248036851238333
2008-07-06,7.013504219522996,6.374418356027466,7.683265336628948
2008-07-07,7.326159665490914,6.759200943151012,7.9494580466641365
2008-07-08,7.1019124589616816,6.49132350680766,7.740862375462006
2008-07-09,6.923878772054379,6.274284961443523,7.529429725827351
2008-07-10,6.926574337574363,6.3032840466826965,7.563972370856468
2008-07-11,6.937788610011644,6.351133904276175,7.536344158043302
2008-07-12,6.704600653151932,6.073778469208132,7.336924114217612
2008-08-01,7.335224221068954,6.7125610837199305,7.956705015016985
2008-08-02,7.113010479836927,6.474716175015067,7.718894562201811
2008-08-03,7.491041663203217,6.915596132768567,8.102258605568506
2008-08-04,7.810950279907612,7.171133561330684,8.411170021306258
2008-08-05,7.5919873120358625,6.951699562133818,8.209104922434241
2008-08-06,7.4170547934350255,6.8513294208682485,8.017751430864802
2008-08-07,7.4204948332803315,6.766199477857229,8.055095314875524
2008-08-08,7.429973733166245,6.748776747217791,8.067699129902172
2008-08-09,7.192506645701088,6.551213488902588,7.794639528287456
2008-08-10,7.555275164662965,6.905687798314814,8.151966309319175
2008-08-11,7.860383850727474,7.278136601304855,8.478434788268537
2008-08-12,7.627561423657923,7.014542807375912,8.24533290215607
2008-08-13,7.440179191811125,6.814748659565027,8.0270212761411
2008-08-14,7.433025801061943,6.843942931348471,8.050092321534327
2008-08-15,7.434177377876446,6.812483491040298,8.064469983901658
2008-08-16,7.191008938586726,6.516870875728022,7.832999434847818
2008-08-17,7.550999863975289,6.9808241614286075,8.192253104969712
2008-08-18,7.856479824809207,7.249583961516866,8.479016976111032
2008-08-19,7.627321231692285,7.0298196308809,8.22574445388358
2008-08-20,7.446951072726522,6.820227960007329,8.030164883408156
2008-08-21,7.4501214546490875,6.810467523142378,8.055647718275663
2008-08-22,7.464778089038566,6.789526509706495,8.058197467160591
2008-08-23,7.23807269004202,6.592404817842889,7.844735707126197
2008-08-24,7.61717210117723,6.973999529726323,8.276701541412299
2008-08-25,7.944010477798228,7.30848145012598,8.593374930395074
2008-08-26,7.737990463042617,7.13671426724626,8.334763044555867
2008-08-27,7.582006011738491,6.94196854396758,8.22003553382836
2008-08-28,7.61022590084902,7.01820717622131,8.19723444815854
2008-08-29,7.64997683020843,7.0950447926072995,8.220428039954035
2008-08-30,7.447771690619841,6.810584269180253,8.06550961964798
2008-08-31,7.8501353867421155,7.231197855994785,8.487406610611671
2008-09-01,8.19837408254543,7.550871049760063,8.799775737105398
2008-09-02,8.011293332641678,7.391780113263974,8.632937446450065
2008-09-03,7.871237277320502,7.2228948589767485,8.452702631280207
2008-09-04,7.911887474812137,7.3308277940219915,8.554864604647246
2008-09-05,7.960159834495384,7.293261704396414,8.595700643258443
2008-09-06,7.7622448260469294,7.119573720413311,8.372182186183101
2008-09-07,8.16444299958308,7.601624071244831,8.793077538051492
2008-09-08,8.50794139246783,7.845691857323434,9.12297915885925
2008-09-09,8.311536063001562,7.7154308282082065,8.904195014080603
2008-09-10,8.15767278167901,7.513702267477786,8.766222284831166
2008-09-11,8.18024438700176,7.5672536964650785,8.772431253742042
2008-09-12,8.206483286136656,7.572282019880086,8.848913659359782
2008-09-13,7.982994375103531,7.373891226246566,8.615880637062272
2008-09-14,8.356580594039036,7.702562031357286,8.971564644310334
2008-09-15,8.669006949832324,8.073532399169945,9.328716678647801
2008-09-16,8.439708572250971,7.767543504401762,9.01987443683416
2008-09-17,8.251815220484998,7.653817057711568,8.834612176687909
2008-09-18,8.239931183086062,7.599703083952633,8.801903892508973
2008-09-19,8.232009525126472,7.58872848578077,8.858472231678324
2008-09-20,7.975366455143437,7.365556341154027,8.629187762087806
2008-09-21,8.317488535613315,7.713082085145134,8.926916415424246
2008-09-22,8.600779073429662,7.9720922067264794,9.23357443154963
2008-09-23,8.345249742390092,7.738767453480761,8.918768807951876
2008-09-24,8.134530308387655,7.513155516308269,8.72481997145002
2008-09-25,8.103635809059151,7.503215669326474,8.755018941309663
2008-09-26,8.080830493767552,7.4154459669370105,8.680723440629546
2008-09-27,7.8136345817775545,7.204406727122366,8.442103747249886
2008-09-28,8.149626772669404,7.509851858085341,8.79530789615442
2008-09-29,8.431188974728544,7.8008211526958835,9.061156294004018
2008-09-30,8.178199347717696,7.554548292574286,8.778791729919973
2008-10-01,7.9740464889769145,7.331011700899748,8.584689965444547
2008-10-02,7.953403987703955,7.363250223368455,8.613702731561768
2008-10-03,7.944104444852536,7.322056267112441,8.550033735542447
2008-10-04,7.693158732316814,7.118374410050678,8.34414396225141
2008-10-05,8.047573073569271,7.439538767029131,8.67265233759648
2008-10-06,8.349110001821927,7.777497988658415,8.933603004102592
2008-10-07,8.116998836343928,7.501843650987102,8.730587703842826
2008-10-08,7.933968016836339,7.3184345771408505,8.597658148235668
2008-10-09,7.934038012352857,7.2692937801749675,8.550762228237222
2008-10-10,7.944413388891144,7.285712842633743,8.555333544973461
2008-10-11,7.711519305650165,7.09464748487481,8.328424765170244
2008-10-12,8.08335707045869,7.439747359950926,8.689815670315856
2008-10-13,8.399711727625078,7.784118625800975,9.007109140165182
2008-10-14,8.179442207672139,7.565743403760195,8.830897976295212
2008-10-15,8.005000766522521,7.376536160312741,8.600903763721002
2008-10-16,8.010232810354168,7.350968203712181,8.59981607838554
2008-10-17,8.022272978902425,7.418306747119369,8.64372571167957
2008-10-18,7.787582656711777,7.140035975544831,8.460816427912729
2008-10-19,8.152780999576342,7.552272355618384,8.749304039358218
2008-10-20,8.459415160416482,7.7915482802500335,9.097983361966879
2008-10-23,8.025992074093205,7.404275353447338,8.616546635814851
2008-10-24,8.020044969280201,7.349314741498819,8.635947868281107
2008-10-25,7.76661869815483,7.160905194215576,8.388000726639248
2008-10-26,8.11292706305816,7.522682953605486,8.78562879397655
2008-10-27,8.401115788731744,7.7435119437227256,9.065625146354586
2008-10-28,8.150959894320618,7.520912053221997,8.730082842689747
2008-10-29,7.9458783851688,7.282853326195451,8.565493846908241
2008-10-30,7.920705506802814,7.3176662602122,8.54055461081101
2008-10-31,7.903557782290085,7.282735917287609,8.521180818917072
2008-11-01,7.6418428325961925,7.016297394733265,8.262647066385407
2008-11-02,7.983062883518589,7.371091749586843,8.564430311586243
2008-11-03,8.269559422607982,7.640468232935447,8.883087001540256
2008-11-04,8.021205128163269,7.375494332425855,8.643022053087666
2008-11-05,7.821415951814896,7.194580197429409,8.444046301417066
2008-11-06,7.804922657453336,7.21381688303919,8.403260835383135
2008-11-07,7.799641014806626,7.1932309391018405,8.436016851260897
2008-11-08,7.5526865422660965,6.907393742948266,8.1587441919264
2008-11-09,7.91118651877303,7.288317718456342,8.531836940302933
2008-11-10,8.217035471384595,7.628428595498156,8.772064889215782
2008-11-11,7.989599938531026,7.411155526753139,8.60888481204572
2008-11-12,7.811745012757406,7.233819029431894,8.406191917324307
2008-11-13,7.81762154359165,7.200477324335717,8.437974965731737
2008-11-14,7.834552744643344,7.216610102404763,8.504898190329893
2008-11-15,7.609065626698979,7.021470982167779,8.163894213446527
2008-11-16,7.987719498796651,7.35009620549253,8.634757959165059
2008-11-17,8.311877275027417,7.662687640175347,8.90787497884994
2008-11-18,8.10042494055354,7.473416196006177,8.7116279342047
2008-11-19,7.93581126943916,7.351934546122904,8.552743735454927
2008-11-20,7.951846310485728,7.32323720578763,8.610829616139986
2008-11-21,7.975597078017508,7.370928062744145,8.57082636817082
2008-11-22,7.753425627799643,7.151254009962779,8.37736067495826
2008-11-23,8.13182159079097,7.497816731928731,8.746099325215692
2008-11-24,8.452174809783655,7.826899570247903,9.076517762260396
2008-11-25,8.233493418554998,7.5814156314092305,8.820522249426928
2008-11-26,8.058439520786019,7.447765546696829,8.71312312675689
2008-11-27,8.0611211257413,7.420839112493335,8.637039741654124
2008-11-28,8.068978989797863,7.446243740736707,8.698299185226324
2008-11-29,7.828813820760437,7.220755943938629,8.427085034239266
2008-11-30,8.187606250362697,7.582054975697191,8.734060222279066
2008-12-01,8.487275598439783,7.836948970895005,9.096621086824785
2008-12-02,8.247383181017577,7.632873875087958,8.861420064410895
2008-12-03,8.051152753974742,7.41886225362456,8.712937211249438
2008-12-04,8.033247192428068,7.438640970392717,8.609063292856298
2008-12-05,8.021640493661323,7.4276273664240025,8.63416556942311
2008-12-06,7.7636309819337415,7.1230405475169025,8.370887567640915
2008-12-07,8.106648512249972,7.4513178227242545,8.75409959732362
2008-12-08,8.393002047223733,7.79461162174459,9.038482933828599
2008-12-09,8.142573658799298,7.528257421449233,8.764869071730386
2008-12-10,7.93883178648185,7.30048840165904,8.589025575088039
2008-12-11,7.916603026030383,7.299269280673618,8.566169139826314
2008-12-12,7.903941639551412,7.285305119637629,8.50394716291525
2008-12-13,7.6481426953054275,7.022602169194978,8.294689686123618
2008-12-14,7.996551590999387,7.413832997422834,8.622077456049832
2008-12-15,8.291316220145596,7.663774606668905,8.934591191489542
2008-12-16,8.05208765162922,7.411908926921199,8.70269645690252
2008-12-17,7.862041911650607,7.188152038592192,8.486209312499028
2008-12-18,7.855661846680045,7.246115786282979,8.408968518209702
2008-12-19,7.86061791974935,7.252184550420976,8.519402754424657
2008-12-20,7.623793477344954,6.998026228671472,8.287801507198694
2008-12-21,7.99210684895187,7.287739066110805,8.60894768613599
2008-12-22,8.307276138719843,7.689125725892351,8.92519269993067
2008-12-23,8.088532183484263,7.447550438047082,8.715982029919708
2008-12-24,7.918651886822047,7.309107198156665,8.509801693122016
2008-12-25,7.931750556513705,7.3226928642491815,8.574491356660316
2008-12-26,7.955171785507862,7.3424777759983355,8.54344730711006
2008-12-27,7.7355201499229596,7.129302842604757,8.302450136085508
2008-12-28,8.119488878993089,7.53242133423963,8.755248404564586
2008-12-29,8.448628211995246,7.775924842971827,9.062559399400962
2008-12-30,8.242059838914225,7.592062588643568,8.838025938010048
2008-12-31,8.082509626045935,7.464853963682468,8.722014871675656
2009-01-01,8.104097314464626,7.514824358967012,8.727685859833725
2009-01-02,8.134221858614003,7.542587497667645,8.76976790562361
2009-01-03,7.919587868198822,7.338570284645627,8.591428061379839
2009-01-04,8.307025553891087,7.662226604056173,8.918662796057266
2009-01-05,8.63825018554928,8.030499201981332,9.29512109829826
2009-01-06,8.432566791685202,7.782214724787454,9.021481571458075
2009-01-07,8.272892661007605,7.686866035142854,8.865549910070985
2009-01-08,8.293536709376278,7.676396013414851,8.863258178319644
2009-01-09,8.322074758530778,7.681911162554504,8.971756742127775
2009-01-10,8.105366560100583,7.488761042095156,8.702542413091573
2009-01-11,8.490367314873687,7.868303153414926,9.091944042892635
2009-01-12,8.818880013071997,8.165079001411502,9.408965729825214
2009-01-13,8.61025459851066,7.96109455991618,9.210520270009807
2009-01-14,8.447406739393413,7.849688519562011,9.103891195032798
2009-01-15,8.46659160673065,7.824417857076823,9.07930375771702
2009-01-16,8.493290925889402,7.903428107791995,9.182889092693271
2009-01-17,8.274220916860056,7.666168082857066,8.907586234683164
2009-01-18,8.656152074738502,8.070799472730329,9.22366126925831
2009-01-19,8.980667879661809,8.366609823426327,9.639799434488005
2009-01-20,8.766872082327522,8.126214692397415,9.344582405858148
2009-01-21,8.597417104164103,7.967286793574584,9.215919365088203
2009-01-22,8.606292478707187,7.978181630088086,9.2216949515802
2009-01-23,8.620712131593457,7.9810895210277,9.218541510149988
2009-01-24,8.387145978347458,7.731608381430626,9.006343595060248
2009-01-25,8.7521481402054,8.108246255745442,9.316222277982586
2009-01-26,9.057127571781399,8.45055119337229,9.673853043974969
2009-01-27,8.821066505220651,8.153599965218934,9.494032309172667
2009-01-28,8.626558847283542,8.00814839367519,9.242374936655485
2009-01-29,8.607607080354764,8.004794666117625,9.211319643595301
2009-01-30,8.5915161287368,7.96505088708639,9.202840759532528
2009-01-31,8.324929383854077,7.703606344636092,8.924600804765602
2009-02-01,8.654658963482262,8.045661786060316,9.247905656024264
2009-02-02,8.922455842090281,8.318510376334222,9.540660227786859
2009-02-03,8.647725174820149,7.992476856465654,9.310883972604342
2009-02-04,8.413558947867323,7.792765611975847,9.02474180983464
2009-02-05,8.354524582730864,7.712872353201258,8.970646446898046
2009-02-06,8.298548111473208,7.6890510296644985,8.917069476986926
2009-02-07,7.992937348581325,7.341190135938581,8.585181665551527
2009-02-08,8.285197437192975,7.688120761691601,8.927980877504186
2009-02-09,8.517784772443173,7.870892176071918,9.0495613658043
2009-02-10,8.210805043480919,7.552011723102475,8.881950599745641
2009-02-11,7.948027987931144,7.286814813171069,8.556494502948281
2009-02-12,7.864657976523189,7.284959942477988,8.483594464096074
2009-02-13,7.789199550650414,7.205165615701735,8.391723745886774
2009-02-14,7.469463845081957,6.8330246877708225,8.060316660557287
2009-02-15,7.753368766456033,7.158911694910017,8.415627855986603
2009-02-16,7.983679394996769,7.3981019710457785,8.610837422371496
2009-02-17,7.6806947736324975,7.0561497224151575,8.29232380882868
2009-02-18,7.428254046013032,6.797361571992914,8.053441334214307
2009-02-19,7.361501362622649,6.759525005029747,7.958713819409966
2009-02-20,7.308748903288985,6.697840837114277,7.951657837989977
2009-02-21,7.0174840903225455,6.414003971404676,7.692628043907281
2009-02-22,7.335173916165519,6.699622137473278,7.952226021718617
2009-02-23,7.604012814622239,6.982464102369516,8.243091393846921
2009-02-24,7.3436201096272775,6.721270829686872,7.953756680215562
2009-02-25,7.137059783373065,6.521633720284199,7.72121553251265
2009-02-26,7.118621678742677,6.458139472515411,7.782011370072274
2009-02-27,7.115703102933907,6.471225829240695,7.726484952967158
2009-02-28,6.874836457526385,6.283348582327867,7.502496452904477
2009-03-01,7.24251531395898,6.632463883163259,7.868608572845595
2009-03-02,7.559964815932916,6.943697248085442,8.155409394230139
2009-03-03,7.345861867096554,6.7186471978120945,8.004018568341879
2009-03-04,7.182377257817913,6.586440743344215,7.820724898921248
2009-03-05,7.202978261389704,6.65500765258394,7.822753536659965
2009-03-06,7.234330101628235,6.616597678056907,7.8231480868995265
2009-03-07,7.022341387312648,6.416510758922228,7.615314214010112
2009-03-08,7.4130054526120714,6.78529755548011,8.040780511750134
2009-03-09,7.7471830686157155,7.122787553242328,8.379299698667177
2009-03-10,7.543331643168737,6.879234675387336,8.219204713125292
2009-03-11,7.383552806671844,6.780659893949549,8.038252465696283
2009-03-12,7.401396750636572,6.778080659626453,8.068937140262952
2009-03-13,7.423761654860181,6.826279275111946,8.014822863871151
2009-03-14,7.196933332484673,6.552062311565072,7.851830490425028
2009-03-15,7.56741716529399,6.977874641005355,8.167674645269845
2009-03-16,7.876708023876699,7.29205244069585,8.559618307381605
2009-03-17,7.644003609789942,7.019720362432137,8.193878892170785
2009-03-18,7.452233519483766,6.861986995360055,8.072191055639943
2009-03-19,7.43584287035876,6.795947357098548,8.077353824273281
2009-03-20,7.422669357345746,6.768244463562641,8.018416677382884
2009-03-21,7.159959446454077,6.509337114013123,7.7386365173452285
2009-03-22,7.495176384001183,6.9088965557901485,8.117345650717628
2009-03-23,7.770746335334067,7.141571016533394,8.331596637247257
2009-03-24,7.506748705551426,6.90354683488612,8.126518694368416
2009-03-25,7.286923536866986,6.687307441749327,7.887955397903871
2009-03-26,7.246435381386312,6.621580031576519,7.8591624511045115
2009-03-27,7.213733024571475,6.5624984653209175,7.820442450538277
2009-03-28,6.936551207497592,6.315442514545357,7.546513950858651
